
Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff,PYds,PRYds
2000-09-03,Steelers,Ravens,1,13:34,4,4,PIT 44,0-0,Josh Miller punts 49 yards returned by Jamal Lewis for 16 yards (tackle by Scott Shields),,-0.460,-0.480,-0.02,49,16
2000-09-03,Ravens,Steelers,1,11:03,4,9,RAV 49,0-0,Kyle Richardson punts 51 yards touchback,,-0.130,-0.280,-0.15,51,
2000-09-03,Steelers,Ravens,1,6:39,4,15,PIT 19,0-3,Josh Miller punts 47 yards returned by Jamal Lewis for 18 yards (tackle by Jason Simmons). Penalty on Mike Vrabel: Illegal Use of Hands 10 yards,,-2.140,-3.050,-0.91,47,18
2000-09-03,Steelers,Ravens,1,2:58,4,6,PIT 24,0-10,Josh Miller punts 43 yards returned by Jamal Lewis for 3 yards (tackle by Richard Huntley). Penalty on Anthony Davis: Offensive Holding 10 yards,,-1.770,-0.670,1.10,43,3
2000-09-03,Ravens,Steelers,1,15:00,4,1,RAV 48,10-0,Kyle Richardson punts 37 yards,,-0.190,0.220,.41,37,
2000-09-03,Raiders,Chargers,1,15:00,4,17,RAI 32,0-0,Shane Lechler punts 55 yards returned by Jeff Graham for no gain,,-1.240,0.320,1.56,55,
2000-09-03,Chargers,Raiders,1,13:42,4,8,SDG 15,0-0,Darren Bennett punts 33 yards. Penalty on Travian Smith: Offensive Holding 10 yards,,-2.440,-1.730,.71,33,
2000-09-03,Raiders,Chargers,1,12:53,4,5,RAI 47,0-0,Shane Lechler punts 38 yards fair catch by Jeff Graham,,-0.260,0.220,.48,38,
2000-09-03,Raiders,Chargers,1,9:08,4,2,RAI 22,0-0,Shane Lechler punts 53 yards (tackle by Zack Crockett). Penalty on Reggie Rusk: Offensive Holding 10 yards,,-1.900,-0.410,1.49,53,7
2000-09-03,Raiders,Chargers,1,3:40,4,6,RAI 44,0-0,Shane Lechler punts 45 yards fair catch by Jeff Graham,,-0.460,0.370,.83,45,
2000-09-03,Chargers,Raiders,1,15:00,4,9,RAI 48,0-0,Darren Bennett punts 45 yards,,0.070,0.380,.31,45,
2000-09-03,Redskins,Panthers,1,7:36,4,10,WAS 40,7-7,Tommy Barnhardt punts 27 yards,,-0.720,-1.140,-0.42,27,
2000-09-03,Redskins,Panthers,1,1:31,4,8,WAS 30,7-10,Tommy Barnhardt punts 52 yards,,-1.370,-0.040,1.33,52,
2000-09-04,Rams,Broncos,1,13:24,4,4,RAM 25,0-0,John Baker punts 34 yards fair catch by Deltha O'Neal,,-1.700,-1.660,.04,34,
2000-09-04,Broncos,Rams,1,2:24,4,1,DEN 28,7-6,Tom Rouen punts 58 yards returned by Az-Zahir Hakim for 86 yards touchdown,,-1.500,-7.000,-5.50,58,86
Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff,PYds,PRYds
2000-09-03,Cardinals,Giants,2,10:24,4,11,CRD 41,0-7,Scott Player punts 47 yards muffed catch by Tiki Barber recovered by Emmanuel McDaniel and returned for no gain,0,-0.650,0.370,1.02,47,
2000-09-03,49ers,Falcons,2,9:41,4,3,SFO 14,7-9,Chad Stanley punts 49 yards returned by Tim Dwight for 15 yards (tackle by Pierson Prioleau),,-2.470,-2.390,.08,49,15
2000-09-03,49ers,Falcons,2,5:38,4,5,SFO 29,7-12,Chad Stanley punts 39 yards returned by Tim Dwight for 6 yards (tackle by Edward Thomas),,-1.440,-1.470,-0.03,39,6
2000-09-03,Titans,Bills,2,9:13,4,3,OTI 46,0-7,Craig Hentrich punts 46 yards,,-0.320,0.380,.70,46,
2000-09-03,Bills,Titans,2,7:38,4,9,BUF 9,7-0,Chris Mohr punts 34 yards out of bounds. Penalty on Raion Hill: Offensive Holding (Declined),,-2.490,-2.720,-0.23,34,
2000-09-03,Browns,Jaguars,2,9:16,4,6,CLE 36,0-7,Chris Gardocki punts 49 yards returned by Reggie Barlow for 8 yards (tackle by Marty Moore),,-0.980,-0.480,.50,49,8
2000-09-03,Jaguars,Browns,2,7:44,4,8,JAX 37,7-0,Steve Lindsey punts 30 yards,,-0.910,-1.140,-0.23,30,
2000-09-03,Cowboys,Eagles,2,12:26,4,21,DAL 18,0-21,Micah Knorr punts 46 yards fair catch by Brian Mitchell,,-2.240,-1.330,.91,46,
2000-09-03,Cowboys,Eagles,2,4:54,4,11,DAL 24,0-24,Micah Knorr punts 47 yards returned by Brian Mitchell for 12 yards (tackle by Izell Reese). Penalty on Mike Caldwell: Offensive Holding 10 yards,,-1.770,-0.150,1.62,47,12
2000-09-03,Eagles,Cowboys,2,1:10,4,18,PHI 34,24-3,Sean Landeta punts 47 yards returned by Joey Galloway for 2 yards (tackle by Brian Mitchell),,-1.110,-0.340,.77,47,2
2000-09-03,Packers,Jets,2,13:13,4,13,GNB 40,7-7,Josh Bidwell punts 39 yards fair catch by Dedric Ward,,-0.720,-0.340,.38,39,
2000-09-03,Jets,Packers,2,9:11,4,15,NYJ 41,7-7,Tom Tupa punts 45 yards returned by Allen Rossum for 43 yards (tackle by John Abraham),,-0.650,-2.720,-2.07,45,43
2000-09-03,Jets,Packers,2,4:24,4,7,NYJ 30,7-10,Tom Tupa punts 43 yards. Penalty on Tod McBride: Defensive Holding 10 yards,,-1.370,-0.040,1.33,43,
2000-09-03,Packers,Jets,2,3:22,4,9,GNB 19,10-7,Josh Bidwell punts 30 yards,,-2.140,-2.320,-0.18,30,
2000-09-03,Chiefs,Colts,2,9:17,4,14,CLT 35,0-7,Todd Sauerbrun punts 35 yards touchback,,0.970,-0.280,-1.25,35,
2000-09-03,Colts,Chiefs,2,7:03,4,15,CLT 15,7-0,Hunter Smith punts 53 yards returned by Larry Parker for 17 yards (tackle by Justin Snow),,-2.440,-2.190,.25,53,17
2000-09-03,Colts,Chiefs,2,3:05,4,6,CLT 44,7-7,Hunter Smith punts 56 yards touchback,,-0.460,-0.280,.18,56,
2000-09-03,Chiefs,Colts,2,1:02,4,5,KAN 45,7-7,Todd Sauerbrun punts 44 yards. Penalty on Larry Parker: Personal Foul 15 yards,,-0.390,-0.670,-0.28,44,
2000-09-03,Dolphins,Seahawks,2,6:40,4,6,SEA 44,16-0,Matt Turk punts 44 yards touchback,,0.330,-0.280,-0.61,44,
2000-09-03,Vikings,Bears,2,14:46,4,7,CHI 35,6-7,Mitch Berger punts 26 yards out of bounds,,0.970,0.380,-0.59,26,
2000-09-03,Bears,Vikings,2,10:47,4,2,MIN 48,7-6,Brent Bartholomew punts 29 yards fair catch by David Palmer,,0.070,-0.150,-0.22,29,
2000-09-03,Vikings,Bears,2,9:10,4,13,MIN 16,6-7,Mitch Berger punts 52 yards returned by Glyn Milburn for 12 yards (tackle by Craig Sauer),,-2.390,-1.860,.53,52,12
2000-09-03,Saints,Lions,2,12:44,4,16,DET 43,7-0,Toby Gowin punts 40 yards,,0.400,0.380,-0.02,40,
2000-09-03,Lions,Saints,2,10:31,4,17,DET 1,0-7,John Jett punts 51 yards returned by Chad Morton for 7 yards (tackle by Brock Olivo),,-2.490,-2.590,-0.10,51,7
2000-09-03,Saints,Lions,2,0:09,4,16,NOR 48,7-6,Toby Gowin punts 52 yards touchback. Penalty on Brock Olivo: Offensive Holding,,-0.190,-2.130,-1.94,52,
2000-09-03,Patriots,Buccaneers,2,10:30,4,5,TAM 49,3-7,Lee Johnson punts 40 yards fair catch by Karl Williams,,0.000,0.380,.38,40,
2000-09-03,Buccaneers,Patriots,2,8:55,4,3,TAM 16,7-9,Mark Royals punts 50 yards returned by Troy Brown for 66 yards touchdown,,-2.390,-7.000,-4.61,50,66
2000-09-03,Buccaneers,Patriots,2,3:32,4,8,NWE 37,7-10,Mark Royals punts 29 yards,,0.790,0.380,-0.41,29,
2000-09-03,Patriots,Buccaneers,2,1:50,4,4,NWE 14,10-7,Lee Johnson punts 47 yards,,-2.470,-2.260,.21,47,11
2000-09-03,Cardinals,Giants,2,13:19,4,4,CRD 40,0-7,Scott Player punts 37 yards fair catch by Tiki Barber,,-0.720,-0.480,.24,37,
2000-09-03,Giants,Cardinals,2,11:34,4,11,NYG 22,7-0,Brad Maynard punts 52 yards returned by Mac Cody for 16 yards (tackle by Sam Garnes),,-1.900,-1.730,.17,52,16
2000-09-03,Giants,Cardinals,2,0:15,4,10,NYG 15,14-0,Brad Maynard punts 49 yards fair catch by Mac Cody,,-2.440,-1.330,1.11,49,
2000-09-03,Steelers,Ravens,2,14:52,4,5,PIT 44,0-10,Josh Miller punts 56 yards touchback,,-0.460,-0.280,.18,56,
2000-09-03,Ravens,Steelers,2,9:37,4,10,PIT 43,10-0,Kyle Richardson punts 32 yards,,0.400,0.370,-0.03,32,
2000-09-03,Steelers,Ravens,2,8:40,4,2,PIT 19,0-10,Josh Miller punts 63 yards returned by Jamal Lewis for 7 yards (tackle by Joey Porter),,-2.140,-0.610,1.53,63,7
2000-09-03,Raiders,Chargers,2,14:41,4,10,SDG 46,0-0,Shane Lechler punts 29 yards fair catch by Jeff Graham,,0.200,0.060,-0.14,29,
2000-09-03,Chargers,Raiders,2,9:44,4,12,SDG 26,0-0,Darren Bennett punts 50 yards returned by Darrien Gordon for 7 yards (tackle by Reggie Rusk),,-1.630,-1.000,.63,50,7
2000-09-03,Raiders,Chargers,2,7:42,4,2,RAI 50,0-0,Shane Lechler punts 50 yards touchback,,-0.060,-0.280,-0.22,50,
2000-09-03,Chargers,Raiders,2,3:46,4,8,SDG 45,0-0,Darren Bennett punts 55 yards touchback,,-0.390,-0.280,.11,55,
2000-09-03,Panthers,Redskins,2,15:00,4,2,WAS 50,10-7,Ken Walter punts 42 yards returned by Deion Sanders for 8 yards (tackle by Deon Humphrey),,-0.060,0.140,.20,42,8
2000-09-03,Redskins,Panthers,2,12:23,4,1,WAS 25,7-10,Tommy Barnhardt punts 37 yards. Penalty on Rashard Anderson: Defensive Holding 10 yards,,-1.700,-0.810,.89,37,
2000-09-03,Panthers,Redskins,2,11:24,4,5,CAR 33,10-7,Ken Walter punts 46 yards fair catch by Deion Sanders,,-1.180,-0.340,.84,46,
2000-09-03,Redskins,Panthers,2,1:19,4,6,WAS 35,7-10,Tommy Barnhardt punts 45 yards fair catch by Michael Bates,,-1.040,-0.280,.76,45,
2000-09-03,Panthers,Redskins,2,0:25,4,1,CAR 29,10-7,Ken Walter punts 52 yards returned by Deion Sanders for 8 yards (tackle by Damien Richardson),,-1.440,-0.740,.70,52,8
Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff,PYds,PRYds
2000-09-03,Dolphins,Seahawks,3,2:23,4,22,MIA 33,23-0,Matt Turk punts 47 yards returned by Charlie Rogers for 40 yards (tackle by Brian Walker). Charlie Rogers fumbles (forced by Brian Walker) recovered by Trent Gamble at MIA-34,-6,-1.180,1.200,2.38,47,40
2000-09-03,Falcons,49ers,3,9:10,4,11,ATL 30,29-21,Dan Stryzinski punts 44 yards returned by Kevin Williams for no gain,,-1.370,-0.670,.70,44,
2000-09-03,49ers,Falcons,3,5:32,4,2,SFO 40,21-36,Chad Stanley punts 36 yards. Penalty on Travis Jervey: Illegal Touch Kick (Declined),,-0.720,-0.540,.18,36,
2000-09-03,Falcons,49ers,3,15:00,4,3,ATL 49,36-21,Dan Stryzinski punts 51 yards touchback,,-0.130,-0.280,-0.15,51,
2000-09-03,Titans,Bills,3,13:30,4,3,OTI 40,6-7,Craig Hentrich punts 46 yards returned by Chris Watson for -1 yards (tackle by Peter Sirmon),,-0.720,0.320,1.04,46,-1
2000-09-03,Bills,Titans,3,11:15,4,3,BUF 34,7-6,Chris Mohr punts 41 yards returned by Derrick Mason for 7 yards (tackle by Ethan Albright),,-1.110,-1.070,.04,41,7
2000-09-03,Titans,Bills,3,10:09,4,10,OTI 32,6-7,Craig Hentrich punts 38 yards returned by Chris Watson for 11 yards (tackle by Peter Sirmon). Penalty on Bobby Collins: Illegal Block Above the Waist 10 yards,,-1.240,-0.280,.96,38,11
2000-09-03,Bills,Titans,3,8:00,4,23,BUF 50,7-6,Chris Mohr punts 38 yards returned by Derrick Mason for 7 yards (tackle by Sammy Morris),,-0.060,-0.150,-0.09,38,7
2000-09-03,Titans,Bills,3,6:32,4,15,OTI 14,6-7,Craig Hentrich punts 33 yards returned by Chris Watson for no gain,,-2.470,-2.460,.01,33,
2000-09-03,Titans,Bills,3,2:52,4,16,OTI 13,6-10,Craig Hentrich punts 37 yards fair catch by Chris Watson,,-2.490,-2.260,.23,37,
2000-09-03,Browns,Jaguars,3,6:04,4,8,CLE 22,7-17,Chris Gardocki punts 39 yards returned by Reggie Barlow for no gain,,-1.900,-1.530,.37,39,
2000-09-03,Cowboys,Eagles,3,4:57,4,7,DAL 34,6-27,Micah Knorr punts 43 yards returned by Brian Mitchell for 5 yards (tackle by Chris Akins),,-1.110,-0.810,.30,43,5
2000-09-03,Colts,Chiefs,3,12:30,4,2,CLT 45,7-7,Hunter Smith punts 55 yards touchback,,-0.390,-0.280,.11,55,
2000-09-03,Chiefs,Colts,3,11:17,4,2,KAN 28,7-7,Todd Sauerbrun punts 41 yards returned by Payton Williams for 15 yards (tackle by Andre O'Neal),,-1.500,-1.990,-0.49,41,15
2000-09-03,Colts,Chiefs,3,3:30,4,19,CLT 10,14-14,Hunter Smith punts 62 yards returned by Larry Parker for 1 yard. Penalty on Sylvester Morris: Illegal Use of Hands 10 yards Penalty on Ty Parten: Offensive Holding (Declined),,-2.490,-0.150,2.34,62,1
2000-09-03,Chiefs,Colts,3,2:53,4,9,KAN 20,14-14,Todd Sauerbrun punts 52 yards returned by Payton Williams for 40 yards (tackle by Andre O'Neal),,-2.030,-3.450,-1.42,52,40
2000-09-03,Seahawks,Dolphins,3,13:58,4,10,SEA 25,0-23,Jeff Feagles punts 33 yards returned by Ben Kelly for 8 yards (tackle by Kerry Joseph),,-1.700,-2.260,-0.56,33,8
2000-09-03,Seahawks,Dolphins,3,11:41,4,12,SEA 18,0-23,Jeff Feagles punts 32 yards returned by Ben Kelly for 10 yards (tackle by Jean-Phillipe Darche),,-2.240,-2.920,-0.68,32,10
2000-09-03,Dolphins,Seahawks,3,9:58,4,5,SEA 35,23-0,Matt Turk punts 19 yards out of bounds,,0.980,0.140,-0.84,19,
2000-09-03,Seahawks,Dolphins,3,8:11,4,10,SEA 16,0-23,Jeff Feagles punts 52 yards returned by Ben Kelly for -5 yards (tackle by Mack Strong),,-2.390,-0.740,1.65,52,-5
2000-09-03,Dolphins,Seahawks,3,6:48,4,7,MIA 30,23-0,Matt Turk punts 56 yards returned by Charlie Rogers for 3 yards (tackle by Derrick Rodgers),,-1.370,0.060,1.43,56,3
2000-09-03,Seahawks,Dolphins,3,5:45,4,6,SEA 21,0-23,Jeff Feagles punts 45 yards out of bounds,,-1.960,-1.200,.76,45,
2000-09-03,Bears,Vikings,3,3:25,4,1,CHI 46,20-16,Brent Bartholomew punts 31 yards fair catch by David Palmer,,-0.320,-0.480,-0.16,31,
2000-09-03,Saints,Lions,3,13:08,4,1,NOR 30,7-6,Toby Gowin punts 42 yards returned by Desmond Howard for 8 yards (tackle by Kevin Houser),,-1.370,-1.330,.04,42,8
2000-09-03,Lions,Saints,3,10:12,4,3,NOR 42,6-7,John Jett punts 38 yards,,0.460,0.380,-0.08,38,
2000-09-03,Saints,Lions,3,5:04,4,11,NOR 34,7-6,Toby Gowin punts 48 yards returned by Desmond Howard for 13 yards (tackle by Robert Wilson),,-1.110,-1.000,.11,48,13
2000-09-03,Lions,Saints,3,3:41,4,14,DET 27,6-7,John Jett punts 41 yards returned by Chad Morton for 5 yards (tackle by Allen Aldridge),,-1.570,-1.400,.17,41,5
2000-09-03,Saints,Lions,3,2:28,4,10,NOR 37,7-12,Toby Gowin punts 58 yards returned by Desmond Howard for 95 yards touchdown. Penalty on Chris Oldham: Illegal Block Above the Waist (Declined),,-0.910,-7.000,-6.09,58,95
2000-09-03,Patriots,Buccaneers,3,11:18,4,2,NWE 41,10-14,Lee Johnson punts 43 yards,,-0.650,0.140,.79,43,
2000-09-03,Buccaneers,Patriots,3,8:43,4,10,TAM 42,14-10,Mark Royals punts 38 yards fair catch by Troy Brown,,-0.590,-0.280,.31,38,
2000-09-03,Patriots,Buccaneers,3,7:55,4,3,NWE 27,10-14,Lee Johnson punts 40 yards fair catch by Karl Williams,,-1.570,-1.140,.43,40,
2000-09-03,Buccaneers,Patriots,3,6:15,4,8,TAM 35,14-10,Mark Royals punts 46 yards returned by Troy Brown for 2 yards (tackle by Don Davis),,-1.040,-0.340,.70,46,2
2000-09-03,Patriots,Buccaneers,3,0:37,4,5,NWE 41,10-21,Lee Johnson punts 41 yards returned by Karl Williams for no gain,,-0.650,-0.040,.61,41,
2000-09-03,Giants,Cardinals,3,13:05,4,3,NYG 18,14-0,Brad Maynard punts 47 yards fair catch by Mac Cody,,-2.240,-1.270,.97,47,
2000-09-03,Cardinals,Giants,3,11:24,4,3,CRD 42,0-14,Scott Player punts 37 yards fair catch by Tiki Barber,,-0.590,-0.340,.25,37,
2000-09-03,Giants,Cardinals,3,10:31,4,24,NYG 7,14-0,Brad Maynard punts 42 yards fair catch by Mac Cody. Penalty on Ron Dixon: Fair Catch Interference 15 yards,,-2.490,-3.310,-0.82,42,
2000-09-03,Ravens,Steelers,3,6:41,4,3,PIT 46,16-0,Kyle Richardson punts 46 yards touchback,,0.200,-0.280,-0.48,46,
2000-09-03,Steelers,Ravens,3,4:20,4,10,PIT 20,0-16,Josh Miller punts 47 yards returned by Jamal Lewis for 6 yards (tackle by Richard Huntley),,-2.030,-1.530,.50,47,6
2000-09-03,Ravens,Steelers,3,15:00,4,10,PIT 37,16-0,Kyle Richardson punts 24 yards fair catch by Bobby Shaw,,0.790,0.320,-0.47,24,
2000-09-03,Chargers,Raiders,3,15:00,4,9,SDG 41,0-0,Darren Bennett punts 59 yards touchback,,-0.650,-0.280,.37,59,
2000-09-03,Raiders,Chargers,3,12:02,4,5,SDG 42,0-0,Shane Lechler punts 40 yards,,0.460,0.380,-0.08,40,
2000-09-03,Raiders,Chargers,3,7:23,4,18,RAI 37,2-0,Shane Lechler punts 34 yards fair catch by Jeff Graham,,-0.910,-0.870,.04,34,
2000-09-03,Raiders,Chargers,3,3:05,4,7,SDG 42,2-0,Shane Lechler punts 42 yards touchback,,0.460,-0.280,-0.74,42,
2000-09-03,Panthers,Redskins,3,8:09,4,9,WAS 50,10-10,Ken Walter punts 37 yards fair catch by Deion Sanders,,-0.060,0.320,.38,37,
2000-09-04,Broncos,Rams,3,5:34,4,9,RAM 44,20-28,Tom Rouen punts 31 yards,,0.330,0.320,-0.01,31,
Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff,PYds,PRYds
2000-09-03,Bills,Titans,4,9:43,4,15,BUF 4,13-6,Chris Mohr punts 43 yards fair catch by Derrick Mason,,-2.490,-2.460,.03,43,
2000-09-03,Bills,Titans,4,7:17,4,1,BUF 29,13-13,Chris Mohr punts 36 yards returned by Derrick Mason for 4 yards (tackle by Kenyatta Wright),,-1.440,-1.530,-0.09,36,4
2000-09-03,Titans,Bills,4,5:05,4,11,OTI 38,13-13,Craig Hentrich punts 40 yards returned by Chris Watson for 9 yards (tackle by Perry Phenix),,-0.850,-1.000,-0.15,40,9
2000-09-03,Bills,Titans,4,2:46,4,6,OTI 48,13-13,Chris Mohr punts 34 yards fair catch by Derrick Mason,,0.070,0.280,.21,34,
2000-09-03,Titans,Bills,4,1:15,4,7,OTI 17,13-13,Craig Hentrich punts 41 yards returned by Chris Watson for 2 yards (tackle by Rodney Thomas),,-2.320,-1.860,.46,41,2
2000-09-03,Browns,Jaguars,4,14:56,4,5,CLE 22,7-20,Chris Gardocki punts 46 yards out of bounds,,-1.900,-1.070,.83,46,
2000-09-03,Cowboys,Eagles,4,13:35,4,9,DAL 21,6-34,Micah Knorr punts 47 yards returned by Brian Mitchell for 2 yards (tackle by Joe Bowden),,-1.960,-1.200,.76,47,2
2000-09-03,Cowboys,Eagles,4,2:45,4,13,DAL 22,14-41,Micah Knorr punts 47 yards fair catch by Brian Mitchell,,-1.900,-1.000,.90,47,
2000-09-03,Jets,Packers,4,13:51,4,19,NYJ 43,10-13,Tom Tupa punts 57 yards touchback,,-0.520,-0.280,.24,57,
2000-09-03,Packers,Jets,4,11:14,4,11,GNB 31,13-10,Josh Bidwell punts 41 yards returned by Dedric Ward for no gain,,-1.310,-0.810,.50,41,
2000-09-03,Chiefs,Colts,4,9:02,4,7,KAN 46,14-24,Todd Sauerbrun punts 54 yards touchback,,-0.320,-0.280,.04,54,
2000-09-03,Dolphins,Seahawks,4,12:06,4,5,SEA 35,23-0,Matt Turk punts 24 yards returned by Charlie Rogers for 2 yards (tackle by Scott Galyon),,0.980,0.320,-0.66,24,2
2000-09-03,Seahawks,Dolphins,4,9:44,4,6,SEA 23,0-23,Jeff Feagles punts 47 yards returned by Leslie Shepherd for 5 yards (tackle by Fabien Bownes),,-1.830,-1.270,.56,47,5
2000-09-03,Dolphins,Seahawks,4,7:47,4,3,MIA 42,23-0,Matt Turk punts 58 yards touchback,,-0.590,-0.280,.31,58,
2000-09-03,Seahawks,Dolphins,4,5:09,4,8,SEA 37,0-23,Jeff Feagles punts 41 yards,,-0.910,-0.810,.10,41,6
2000-09-03,Dolphins,Seahawks,4,1:49,4,6,MIA 44,23-0,Matt Turk punts 35 yards returned by Charlie Rogers for 7 yards (tackle by Twan Russell),,-0.460,-0.810,-0.35,35,7
2000-09-03,Bears,Vikings,4,14:24,4,5,MIN 43,20-16,Brent Bartholomew punts 36 yards fair catch by David Palmer,,0.400,0.380,-0.02,36,
2000-09-03,Bears,Vikings,4,7:13,4,8,MIN 48,20-23,Brent Bartholomew punts 29 yards fair catch by David Palmer,,0.070,-0.150,-0.22,29,
2000-09-03,Lions,Saints,4,12:21,4,1,DET 24,14-10,John Jett punts 45 yards returned by Chad Morton for 13 yards (tackle by Sedrick Irvin). Penalty on Darren Perry: Unnecessary Roughness 15 yards,,-1.770,0.140,1.91,45,13
2000-09-03,Buccaneers,Patriots,4,12:51,4,3,TAM 40,21-10,Mark Royals punts 27 yards,,-0.720,-1.140,-0.42,27,
